family,scale,mode,label,dataset,metric,mean,std,n,ci_low,ci_high,ci_half_width
rtdetr,l,nms,RT-DETR-L,SOMPT22,IDSW,100.93333333333334,20.93686655047457,15,89.3388830994736,112.52778356719307,11.594450233859725
rtdetr,x,nms,RT-DETR-X,MOT17,IDSW,70.66666666666667,30.81434421700078,15,53.602251623865506,87.73108170946784,17.064415042801166
rtdetr,x,nms,RT-DETR-X,MOT20,IDSW,138.6,96.04374003546509,15,85.41274958550471,191.78725041449528,53.18725041449528
rtdetr,x,nms,RT-DETR-X,SOMPT22,IDSW,97.93333333333334,41.64555655712121,15,74.87079282380387,120.9958738428628,23.062540509529477
yolo11,l,nms,YOLO11-L,MOT17,IDSW,44.4,30.004285408206986,15,27.78418057309086,61.01581942690913,16.615819426909137
yolo11,l,nms,YOLO11-L,MOT20,IDSW,36.4,36.4531009850818,15,16.212945541661597,56.5870544583384,20.1870544583384
yolo11,l,nms,YOLO11-L,SOMPT22,IDSW,83.66666666666667,21.914335382075713,15,71.53091223641125,95.80242109692209,12.135754430255417
yolo11,m,nms,YOLO11-M,MOT17,IDSW,51.666666666666664,31.468048799347176,15,34.24024209252569,69.09309124080764,17.42642457414097
yolo11,m,nms,YOLO11-M,MOT20,IDSW,67.93333333333334,55.02527557751031,15,37.461351398988,98.40531526767867,30.471981934345337
yolo11,m,nms,YOLO11-M,SOMPT22,IDSW,98.66666666666667,29.798529845487025,15,82.16479087246614,115.1685424608672,16.50187579420053
yolo11,n,nms,YOLO11-N,MOT17,IDSW,44.8,26.681186523198594,15,30.0244513964033,59.575548603596694,14.775548603596695
yolo11,n,nms,YOLO11-N,MOT20,IDSW,129.8,65.65189584902654,15,93.44319191006994,166.15680808993008,36.35680808993008
yolo11,n,nms,YOLO11-N,SOMPT22,IDSW,114.46666666666667,31.681149570292394,15,96.922230819083,132.01110251425035,17.544435847583674
yolo11,s,nms,YOLO11-S,MOT17,IDSW,48.46666666666667,21.797334917916217,15,36.3957049338173,60.53762839951604,12.070961732849366
yolo11,s,nms,YOLO11-S,MOT20,IDSW,131.0,69.05174043529139,15,92.76042073400721,169.2395792659928,38.23957926599279
yolo11,s,nms,YOLO11-S,SOMPT22,IDSW,113.73333333333333,24.542868229943718,15,100.14194593053168,127.32472073613499,13.591387402801653
yolo11,x,nms,YOLO11-X,MOT17,IDSW,43.333333333333336,37.22838139044432,15,22.71694289696824,63.94972376969843,20.616390436365094
yolo11,x,nms,YOLO11-X,MOT20,IDSW,48.733333333333334,41.93952562349519,15,25.507998181054887,71.95866848561178,23.225335152278447
yolo11,x,nms,YOLO11-X,SOMPT22,IDSW,81.0,11.051825964195109,15,74.8797027804414,87.1202972195586,6.1202972195586
yolo26,l,end2end,YOLO26-L (E2E),MOT17,IDSW,46.266666666666666,32.54330448289889,15,28.244785342512042,64.28854799082129,18.021881324154624
yolo26,l,end2end,YOLO26-L (E2E),MOT20,IDSW,52.333333333333336,43.22807729551092,15,28.394422049740033,76.27224461692664,23.938911283593303
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,IDSW,106.13333333333334,6.875075757158364,15,102.32604328215893,109.94062338450775,3.8072900511744106
yolo26,l,nms,YOLO26-L (NMS),MOT17,IDSW,42.266666666666666,30.382012222146624,15,25.44166910244365,59.09166423088968,16.824997564223015
yolo26,l,nms,YOLO26-L (NMS),MOT20,IDSW,45.93333333333333,41.04782344441431,15,23.201806388403046,68.66486027826362,22.731526944930284
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,IDSW,98.13333333333334,11.599671588126146,15,91.70964931961464,104.55701734705204,6.423684013718697
yolo26,m,end2end,YOLO26-M (E2E),MOT17,IDSW,42.733333333333334,34.389505597465266,15,23.689059909915365,61.777606756751304,19.04427342341797
yolo26,m,end2end,YOLO26-M (E2E),MOT20,IDSW,35.666666666666664,48.171815509941176,15,8.990004413593027,62.3433289197403,26.676662253073637
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,IDSW,97.06666666666666,28.83318194290011,15,81.09938272210712,113.0339506112262,15.967283944559538
yolo26,m,nms,YOLO26-M (NMS),MOT17,IDSW,44.0,31.54362059117501,15,26.531725162481795,61.46827483751821,17.468274837518205
yolo26,m,nms,YOLO26-M (NMS),MOT20,IDSW,36.86666666666667,47.382737463382256,15,10.626981270631422,63.106352062701916,26.239685396035245
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,IDSW,92.26666666666667,17.910358801011004,15,82.34824055986289,102.18509277347044,9.918426106803771
yolo26,n,end2end,YOLO26-N (E2E),MOT17,IDSW,46.0,21.095023109728988,15,34.317965582947764,57.682034417052236,11.682034417052233
yolo26,n,end2end,YOLO26-N (E2E),MOT20,IDSW,82.66666666666667,56.709367664896256,15,51.26206562003155,114.0712677133018,31.404601046635122
