family,scale,mode,label,dataset,metric,n_sequences,mean,std_between_seq,t_ci_low,t_ci_high,boot_ci_low,boot_ci_high
yolo26,l,end2end,YOLO26-L (E2E),MOT17,IDF1,3,43.68626666666666,15.939276175953955,4.090909619975854,83.28162371335748,34.001999999999995,62.0828
yolo26,l,end2end,YOLO26-L (E2E),MOT20,IDF1,3,11.195686666666667,13.947035052086637,-23.45066907332547,45.842042406658805,1.82018,27.223399999999998
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,IDF1,3,34.47806666666667,9.41445179781241,11.091271920265168,57.86486141306817,28.0476,45.284
yolo26,l,nms,YOLO26-L (NMS),MOT17,IDF1,3,44.18353333333332,15.155719282611868,6.534639514695527,81.83242715197112,34.7964,61.667999999999985
yolo26,l,nms,YOLO26-L (NMS),MOT20,IDF1,3,12.527233333333335,14.626748833043294,-23.80762504312964,48.86209170979631,2.4599599999999997,29.305200000000003
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,IDF1,3,36.25106666666667,9.506148663540529,12.636484278060639,59.8656490552727,28.912799999999994,46.9898
yolo26,m,end2end,YOLO26-M (E2E),MOT17,IDF1,3,43.4364,15.3042442792841,5.418549635991113,81.45425036400889,33.704,61.07680000000001
yolo26,m,end2end,YOLO26-M (E2E),MOT20,IDF1,3,9.901793333333332,14.96998688937747,-27.28571564297726,47.08930230964392,0.0906,27.1324
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,IDF1,3,32.296866666666666,7.140418033514098,14.559084951952165,50.03464838138117,27.9926,40.5392
yolo26,m,nms,YOLO26-M (NMS),MOT17,IDF1,3,43.9126,14.473994416193479,7.957204631070077,79.86799536892991,35.4212,60.625
yolo26,m,nms,YOLO26-M (NMS),MOT20,IDF1,3,10.97031,15.191037210312533,-26.7663184147399,48.706938414739895,0.40036999999999995,28.378599999999995
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,IDF1,3,34.011266666666664,7.9348318503502835,14.300051630813872,53.72248170251946,28.624000000000006,43.1232
yolo26,n,end2end,YOLO26-N (E2E),MOT17,IDF1,3,37.28966666666667,19.191944437532467,-10.38576627242471,84.96509960575804,25.743599999999997,59.443999999999996
yolo26,n,end2end,YOLO26-N (E2E),MOT20,IDF1,3,9.89146,11.73598725219144,-19.26234851778989,39.04526851778989,1.32606,23.268600000000003
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,IDF1,3,29.29386666666667,9.327180346349767,6.1238662240027075,52.463867109330636,23.359400000000004,40.0446
yolo26,n,nms,YOLO26-N (NMS),MOT17,IDF1,3,37.53286666666667,18.36796987076507,-8.09569997759467,83.161433310928,26.029000000000007,58.71619999999999
yolo26,n,nms,YOLO26-N (NMS),MOT20,IDF1,3,10.648439999999999,12.2064903291159,-19.674162954672504,40.971042954672505,1.1099,24.4044
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,IDF1,3,30.588399999999996,9.95185928960011,5.8666110366715145,55.31018896332848,24.060999999999996,42.0426
yolo26,s,end2end,YOLO26-S (E2E),MOT17,IDF1,3,42.3542,14.40396828238663,6.5727591908677425,78.13564080913225,31.3944,58.668600000000005
yolo26,s,end2end,YOLO26-S (E2E),MOT20,IDF1,3,10.386569333333334,14.87058047673262,-26.55400042453637,47.32713909120304,0.24372800000000003,27.457000000000004
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,IDF1,3,33.723400000000005,9.31797922942523,10.57625639887851,56.8705436011215,27.160000000000007,44.388600000000004
yolo26,s,nms,YOLO26-S (NMS),MOT17,IDF1,3,42.4956,14.311989062321143,6.942648240129813,78.0485517598702,32.0994,58.818999999999996
yolo26,s,nms,YOLO26-S (NMS),MOT20,IDF1,3,10.594653333333333,15.208308626659749,-27.18487965809002,48.374186324756685,0.22763999999999998,28.0536
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,IDF1,3,35.21726666666667,11.078143697088127,7.697632132540829,62.7369012007925,26.833799999999997,47.7764
yolo26,x,end2end,YOLO26-X (E2E),MOT17,IDF1,3,43.2362,14.946450515088852,6.107158618657635,80.36524138134236,32.455200000000005,60.29819999999999
yolo26,x,end2end,YOLO26-X (E2E),MOT20,IDF1,3,11.189086666666666,13.694215389372745,-22.8292302149059,45.207403548239235,1.4385000000000001,26.845199999999995
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,IDF1,3,32.2816,6.1484252065061336,17.0080650766418,47.555134923358196,27.422199999999993,39.193799999999996
yolo26,x,nms,YOLO26-X (NMS),MOT17,IDF1,3,45.370533333333334,15.64087510382118,6.516445643154277,84.22462102351238,35.774800000000006,63.419000000000004
yolo26,x,nms,YOLO26-X (NMS),MOT20,IDF1,3,13.302366666666666,14.283336067660569,-22.179407108612615,48.784140441945944,2.43538,29.480399999999992
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,IDF1,3,34.86913333333333,6.246669481678483,19.351546101055924,50.38672056561074,30.3656,42.0004
rtdetr,l,nms,RT-DETR-L,MOT17,MOTA,3,36.154266666666665,12.956262495539882,3.9691263981596023,68.33940693517373,24.666800000000006,50.19820000000001
rtdetr,l,nms,RT-DETR-L,MOT20,MOTA,3,13.174520000000001,12.144246894196446,-16.99346169068021,43.34250169068021,3.9634,26.937
rtdetr,l,nms,RT-DETR-L,SOMPT22,MOTA,3,36.22526666666667,13.325937070740405,3.1218038448287047,69.32872948850464,27.6442,51.577200000000005
rtdetr,x,nms,RT-DETR-X,MOT17,MOTA,3,37.1088,13.816845828191035,2.785852220750428,71.43174777924958,23.4088,51.0396
rtdetr,x,nms,RT-DETR-X,MOT20,MOTA,3,14.319606666666667,12.555176339189082,-16.869180355188384,45.508393688521714,4.06702,28.322600000000005
