family,scale,mode,label,dataset,metric,mean,std,n,ci_low,ci_high,ci_half_width
yolo11,x,nms,YOLO11-X,SOMPT22,IDSW,39.06666666666667,8.514413549695485,15,34.35154160559551,43.78179172773783,4.7151250610711655
yolo26,l,end2end,YOLO26-L (E2E),MOT17,IDSW,23.533333333333335,21.030137105275056,15,11.887231587853586,35.179435078813086,11.646101745479749
yolo26,l,end2end,YOLO26-L (E2E),MOT20,IDSW,18.333333333333332,21.750752586870135,15,6.28816803558035,30.378498631086316,12.045165297752982
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,IDSW,51.6,8.797726979169108,15,46.727981191208904,56.4720188087911,4.872018808791097
yolo26,l,nms,YOLO26-L (NMS),MOT17,IDSW,20.666666666666668,20.041623354076552,15,9.567985590183696,31.76534774314964,11.098681076482972
yolo26,l,nms,YOLO26-L (NMS),MOT20,IDSW,12.666666666666666,16.351787436881402,15,3.611348612529442,21.72198472080389,9.055318054137224
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,IDSW,41.666666666666664,11.030261405182864,15,35.55831150184103,47.775021831492296,6.108355164825633
yolo26,m,end2end,YOLO26-M (E2E),MOT17,IDSW,24.0,22.74077520980446,15,11.406578447934352,36.59342155206565,12.593421552065648
yolo26,m,end2end,YOLO26-M (E2E),MOT20,IDSW,12.8,18.012693936697612,15,2.8249025839994477,22.775097416000555,9.975097416000553
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,IDSW,40.666666666666664,14.479871085982316,15,32.64798133501082,48.68535199832251,8.018685331655846
yolo26,m,nms,YOLO26-M (NMS),MOT17,IDSW,25.666666666666668,23.684433304438187,15,12.55066468024459,38.78266865308875,13.116001986422077
yolo26,m,nms,YOLO26-M (NMS),MOT20,IDSW,16.333333333333332,23.18147864958041,15,3.495858351015622,29.170808315651044,12.83747498231771
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,IDSW,40.93333333333333,15.331883989473269,15,32.442818982549106,49.423847684117554,8.490514350784224
yolo26,n,end2end,YOLO26-N (E2E),MOT17,IDSW,27.6,16.982343772283023,15,18.195491486400577,37.004508513599426,9.404508513599426
