dataset,sequence,family,scale,mode,tracker,density,HOTA,IDF1,MOTA,IDSW,Frag,FPS_mean,FPS_std,Lat_mean,Lat_std,Runs
MOT20,MOT20-05,yolo26,x,end2end,bytetrack,226.6,2.85526,1.4385000000000001,0.577434,28.0,114.6,65.46926342305281,1.509944468957588,15.27434322176723,0.358130984648801,5
MOT20,MOT20-05,yolo26,x,nms,botsort,226.6,2.28562,0.717318,0.231702,1.0,3.0,29.674932693525072,1.7151827094615384,33.698475758234665,1.9813662619718475,5
MOT20,MOT20-05,yolo26,x,nms,bytetrack,226.6,3.91986,2.4353800000000003,0.9703219999999998,30.0,41.0,62.1349287326108,2.95302399602747,16.09400735459702,0.7988412407057982,5
SOMPT22,SOMPT22-07,rtdetr,l,nms,botsort,46.0,27.880399999999998,29.992600000000003,20.9532,23.2,124.4,21.319098386222706,2.2307840924040034,46.90629884452533,5.061212825372701,5
SOMPT22,SOMPT22-07,rtdetr,l,nms,bytetrack,46.0,29.717599999999997,33.4754,27.6442,82.2,200.8,37.074564734308474,3.034468218985372,26.972670000751453,2.2628559848284047,5
SOMPT22,SOMPT22-07,rtdetr,x,nms,botsort,46.0,28.871199999999998,30.981,21.128,22.0,110.0,19.92180710204128,1.8494306023982712,50.1962495107954,4.772642951163462,5
SOMPT22,SOMPT22-07,rtdetr,x,nms,bytetrack,46.0,31.724199999999996,35.7018,27.542600000000004,54.0,158.0,32.80861218453452,1.2187115665860642,30.47980190004455,1.1460968240071379,5
SOMPT22,SOMPT22-07,yolo11,l,nms,botsort,46.0,27.3772,27.9526,19.6284,23.0,118.0,22.242279068337023,1.554829977596386,44.9594215110604,2.9555981454660323,5
SOMPT22,SOMPT22-07,yolo11,l,nms,bytetrack,46.0,28.4092,29.596000000000004,23.130000000000003,54.0,178.0,52.80041955910835,1.3612782065624147,18.939243444467948,0.49754580317193503,5
SOMPT22,SOMPT22-07,yolo11,m,nms,botsort,46.0,27.400599999999997,28.014400000000002,18.782799999999998,25.2,128.0,23.333342069371735,0.6999298339907624,42.85712681136405,1.3284562228447312,5
SOMPT22,SOMPT22-07,yolo11,m,nms,bytetrack,46.0,28.3936,29.769399999999997,21.7206,58.0,201.2,59.85387991933901,0.9183361498966708,16.70735466685922,0.25968353277392664,5
SOMPT22,SOMPT22-07,yolo11,n,nms,botsort,46.0,23.8006,24.7954,15.475999999999999,22.0,98.0,26.31817158352757,1.2135123305932218,37.99656054472628,1.7998706664202013,5
SOMPT22,SOMPT22-07,yolo11,n,nms,bytetrack,46.0,24.082800000000002,24.7592,17.8998,71.2,144.6,57.468208168108426,4.77062990938618,17.400925344231332,1.4352571526043416,5
SOMPT22,SOMPT22-07,yolo11,s,nms,botsort,46.0,27.641,28.933,18.391399999999997,22.0,151.0,24.894278604123343,0.7210714977852669,40.169872600138966,1.1511656505563657,5
SOMPT22,SOMPT22-07,yolo11,s,nms,bytetrack,46.0,28.061799999999998,30.143,21.264200000000002,82.8,256.2,59.819055851053484,3.702261354763377,16.717080966472473,1.116331653073842,5
SOMPT22,SOMPT22-07,yolo11,x,nms,botsort,46.0,29.4654,31.3616,22.1606,30.0,133.0,24.160625618268224,2.180625346382162,41.3896567001098,3.663916192140351,5
SOMPT22,SOMPT22-07,yolo11,x,nms,bytetrack,46.0,30.639799999999997,33.525,25.9478,66.0,209.0,53.071663706312194,1.1807023820957139,18.842446800495964,0.41664515309668987,5
SOMPT22,SOMPT22-07,yolo26,l,end2end,botsort,46.0,28.335199999999997,29.3704,21.8256,41.0,224.4,27.476219258323713,0.3140111759823506,36.39510918872354,0.41567388904687613,5
SOMPT22,SOMPT22-07,yolo26,l,end2end,bytetrack,46.0,28.799400000000002,30.102600000000002,24.7906,102.0,364.6,54.24737825411191,4.686747337566601,18.43407058891737,1.5892352038593116,5
SOMPT22,SOMPT22-07,yolo26,l,nms,botsort,46.0,30.206400000000002,32.0358,21.665200000000002,27.0,126.0,27.28431310966533,0.3122988413008536,36.6510967668728,0.42119354879408916,5
SOMPT22,SOMPT22-07,yolo26,l,nms,bytetrack,46.0,30.614799999999995,32.8506,25.648000000000003,84.0,245.0,55.23353809616708,3.1155488352210496,18.104941933267078,1.058154279974804,5
SOMPT22,SOMPT22-07,yolo26,m,end2end,botsort,46.0,26.4464,27.092000000000002,17.406399999999998,24.8,186.0,27.13668631933225,2.7129014033864816,36.850483077869285,3.8263147135898716,5
SOMPT22,SOMPT22-07,yolo26,m,end2end,bytetrack,46.0,27.2226,28.358799999999995,19.5088,57.8,244.8,61.26755213105272,2.306675204664471,16.321853333734907,0.6015095766010755,5
SOMPT22,SOMPT22-07,yolo26,m,nms,botsort,46.0,27.0644,27.8536,17.9886,20.8,112.8,25.771845408037233,2.8184711726009555,38.80203315545805,4.0804733913852,5
SOMPT22,SOMPT22-07,yolo26,m,nms,bytetrack,46.0,27.782599999999995,28.624000000000002,20.7652,68.8,179.8,60.4957702581972,2.0100961395734513,16.530081288856714,0.529370200427337,5
SOMPT22,SOMPT22-07,yolo26,n,end2end,botsort,46.0,22.9044,23.79,14.349799999999998,22.0,167.0,29.199327375856303,2.6836530297483185,34.247364233015105,3.233048758381713,5
SOMPT22,SOMPT22-07,yolo26,n,end2end,bytetrack,46.0,22.2926,23.3594,15.3492,55.6,223.4,66.62225577716886,2.4781480241362503,15.009999111178331,0.5493586825655843,5
SOMPT22,SOMPT22-07,yolo26,n,nms,botsort,46.0,22.5262,23.414,13.931999999999999,16.0,69.0,29.173677825310293,2.654109453577746,34.27747457786852,3.2019130010783474,5
SOMPT22,SOMPT22-07,yolo26,n,nms,bytetrack,46.0,23.192200000000003,24.061,15.8526,56.0,127.2,62.4851745248616,1.7239969045015378,16.00379622212818,0.441059119894682,5
SOMPT22,SOMPT22-07,yolo26,s,end2end,botsort,46.0,28.0414,28.7248,20.769799999999996,38.0,246.0,27.321681259399064,2.3828254676961427,36.600968677796324,3.2657494750129104,5
SOMPT22,SOMPT22-07,yolo26,s,end2end,bytetrack,46.0,28.179399999999998,29.6216,23.499000000000002,81.8,358.2,61.20579280062966,1.6062515622296185,16.33832279989211,0.4175767244248737,5
SOMPT22,SOMPT22-07,yolo26,s,nms,botsort,46.0,28.856,29.456799999999998,20.022999999999996,28.6,151.2,27.170481769282453,2.3800429322844714,36.80464735559266,3.308633534349291,5
SOMPT22,SOMPT22-07,yolo26,s,nms,bytetrack,46.0,29.195000000000004,31.0416,23.772999999999996,91.4,275.6,61.34525117643598,2.000375140870235,16.301180300393348,0.5248713735381617,5
SOMPT22,SOMPT22-07,yolo26,x,end2end,botsort,46.0,27.6752,29.230199999999996,19.636400000000002,28.8,186.8,25.649670288788716,2.1919104720874123,38.986855922163365,3.584013228048663,5
SOMPT22,SOMPT22-07,yolo26,x,end2end,bytetrack,46.0,28.796,30.2288,21.7702,64.8,265.0,56.05992664642648,2.0596379535200495,17.838054022208475,0.6647920157422096,5
SOMPT22,SOMPT22-07,yolo26,x,nms,botsort,46.0,28.5072,30.174799999999998,20.0406,26.0,114.0,26.715772695146843,0.2495598251255983,37.43107157749021,0.3506271973076866,5
SOMPT22,SOMPT22-07,yolo26,x,nms,bytetrack,46.0,30.088599999999996,32.24139999999999,22.7662,53.0,167.6,54.78347193111009,2.5643717643954136,18.25368062209519,0.89770401616021,5
SOMPT22,SOMPT22-10,rtdetr,l,nms,botsort,57.0,28.715000000000003,32.9516,23.053,44.6,120.8,21.35153472510521,0.0893941359902664,46.835040800331626,0.19629511875572203,5
SOMPT22,SOMPT22-10,rtdetr,l,nms,bytetrack,57.0,30.7486,34.5032,29.4544,129.0,230.2,37.83317161481885,0.4873124109944855,26.431831044487705,0.3411828502297471,5
SOMPT22,SOMPT22-10,rtdetr,x,nms,botsort,57.0,29.499399999999998,33.1794,24.821,49.0,118.0,19.882127947278327,0.2960144708531976,50.296427155670244,0.7565016663117932,5
SOMPT22,SOMPT22-10,rtdetr,x,nms,bytetrack,57.0,30.393399999999996,33.7142,31.140800000000002,151.2,252.0,33.73521524258613,0.3282733115186666,29.642615077719608,0.2896129007136886,5
SOMPT22,SOMPT22-10,yolo11,l,nms,botsort,57.0,26.234200000000005,29.903200000000005,20.1676,39.0,90.0,28.069692320317824,3.0603057009395895,35.62561315558721,3.954326188433713,5
SOMPT22,SOMPT22-10,yolo11,l,nms,bytetrack,57.0,26.715000000000003,30.207,23.3572,95.0,150.6,62.41220163598788,3.507268856065833,16.022507999836108,0.8935857798298535,5
SOMPT22,SOMPT22-10,yolo11,m,nms,botsort,57.0,27.837600000000002,31.764,22.337,53.0,111.0,29.99625240817717,3.906964801573865,33.337497844477184,4.495768523407128,5
SOMPT22,SOMPT22-10,yolo11,m,nms,bytetrack,57.0,27.7366,31.205599999999997,25.376399999999997,120.6,180.0,71.01785056850251,3.8599171363961755,14.080966855444583,0.7633398929113614,5
SOMPT22,SOMPT22-10,yolo11,n,nms,botsort,57.0,25.2314,28.9096,20.157199999999996,60.4,125.2,32.149042469459424,3.0125078125652553,31.105125477686265,2.999012948803569,5
SOMPT22,SOMPT22-10,yolo11,n,nms,bytetrack,57.0,25.3126,28.913600000000002,24.299799999999998,137.0,231.0,74.26226234790082,9.171688737224034,13.465789600042626,1.726784342546377,5
SOMPT22,SOMPT22-10,yolo11,s,nms,botsort,57.0,26.406200000000002,29.9938,22.7066,63.0,131.0,30.66456133066404,2.8049054644427303,32.610934466556905,2.951790816822202,5
SOMPT22,SOMPT22-10,yolo11,s,nms,bytetrack,57.0,26.0556,28.8622,25.552799999999998,140.4,218.4,72.4229311445262,3.35309770423395,13.80778137803362,0.6223459958046957,5
SOMPT22,SOMPT22-10,yolo11,x,nms,botsort,57.0,24.830599999999997,28.019799999999996,18.721200000000003,37.4,82.0,25.445576255887904,0.2425269503123052,39.29956193342676,0.3781542620751009,5
SOMPT22,SOMPT22-10,yolo11,x,nms,bytetrack,57.0,25.3988,29.101,22.199199999999998,90.0,141.0,59.077597292067836,1.9485086621128598,16.92689015526816,0.5631331563005832,5
SOMPT22,SOMPT22-10,yolo26,l,end2end,botsort,57.0,24.2158,26.9044,18.675,52.0,173.0,27.239069498158933,2.3467689998046186,36.71197358880373,2.82231938675738,5
SOMPT22,SOMPT22-10,yolo26,l,end2end,bytetrack,57.0,25.032399999999996,28.0476,21.8108,101.0,284.0,57.839923034812706,4.258445326327742,17.289096311523785,1.2704117808673283,5
SOMPT22,SOMPT22-10,yolo26,l,nms,botsort,57.0,25.7534,28.656200000000002,19.839599999999997,46.0,92.0,27.511303201705406,2.1985662990417,36.348696122036515,2.6494620302237877,5
SOMPT22,SOMPT22-10,yolo26,l,nms,bytetrack,57.0,25.8702,28.912799999999997,23.228599999999997,99.0,148.0,61.81283338476366,1.5185636042782509,16.177870277768104,0.4086266944107125,5
SOMPT22,SOMPT22-10,yolo26,m,end2end,botsort,57.0,25.642599999999998,29.1766,19.415999999999997,38.4,118.2,26.213704417466218,1.5870819169513555,38.147984888915545,2.277282102340091,5
SOMPT22,SOMPT22-10,yolo26,m,end2end,bytetrack,57.0,24.9222,27.9926,22.128800000000002,119.4,225.0,73.93839997061042,0.2663121254144013,13.524771977720473,0.048793331077828635,5
SOMPT22,SOMPT22-10,yolo26,m,nms,botsort,57.0,25.587,29.017000000000003,20.069200000000002,46.0,90.0,26.6190630664951,1.047121791756231,37.56706227796126,1.4861861593702006,5
SOMPT22,SOMPT22-10,yolo26,m,nms,bytetrack,57.0,26.71,30.286600000000004,23.6246,98.0,168.0,71.99523581478695,0.8059794854976318,13.889807966912889,0.15601517023827843,5
SOMPT22,SOMPT22-10,yolo26,n,end2end,botsort,57.0,22.644,25.054000000000002,18.0034,63.2,158.6,27.838159863552193,0.637076819948222,35.921914555468696,0.814014063528641,5
SOMPT22,SOMPT22-10,yolo26,n,end2end,bytetrack,57.0,22.3106,24.477600000000002,19.9804,121.4,238.6,72.721063845849,3.7163212625502666,13.751173966868212,0.6954468379233958,5
SOMPT22,SOMPT22-10,yolo26,n,nms,botsort,57.0,21.6486,24.6712,17.446199999999997,55.0,101.8,28.651457157503547,0.9769562356291152,34.9022388111981,1.2017659871980078,5
SOMPT22,SOMPT22-10,yolo26,n,nms,bytetrack,57.0,22.718799999999998,25.6616,21.3678,116.0,187.0,73.71068452430863,3.3067582109159006,13.56655424452361,0.6400385525891267,5
SOMPT22,SOMPT22-10,yolo26,s,end2end,botsort,57.0,24.2648,27.365200000000005,18.632,41.0,121.8,28.036218067347612,0.7628076532702659,35.66814887792053,0.9692099270275142,5
SOMPT22,SOMPT22-10,yolo26,s,end2end,bytetrack,57.0,24.5654,27.160000000000004,21.193199999999997,106.2,199.0,71.44184368173964,3.71837531782521,13.997399121652254,0.7334921629572095,5
SOMPT22,SOMPT22-10,yolo26,s,nms,botsort,57.0,24.575,27.1132,19.066200000000002,48.0,95.0,27.69130507973728,1.4996426667597478,36.11241857761828,1.8551232250438874,5
SOMPT22,SOMPT22-10,yolo26,s,nms,bytetrack,57.0,24.526799999999998,26.833799999999997,22.3478,117.0,183.8,70.65611942027711,3.976643467839043,14.153055789149624,0.8084262253739374,5
SOMPT22,SOMPT22-10,yolo26,x,end2end,botsort,57.0,23.577,26.069200000000002,17.5052,38.2,148.2,26.07590535660058,0.059976929756295184,38.349579288792384,0.08824762618058626,5
SOMPT22,SOMPT22-10,yolo26,x,end2end,bytetrack,57.0,24.934999999999995,27.422199999999997,20.4406,82.0,259.4,62.76946101394767,0.8546468820221962,15.931314111137505,0.2163920732182377,5
SOMPT22,SOMPT22-10,yolo26,x,nms,botsort,57.0,24.7072,27.020999999999997,18.866,37.0,79.8,25.93248944551528,0.16565197776281043,38.561666133173276,0.246321364483527,5
SOMPT22,SOMPT22-10,yolo26,x,nms,bytetrack,57.0,27.196199999999997,30.3656,22.709600000000002,85.0,140.0,62.05473521078646,0.5171675731313637,16.114805688932798,0.13456260262339237,5
SOMPT22,SOMPT22-12,rtdetr,l,nms,botsort,40.0,38.3032,46.261,38.6476,40.0,97.6,19.823874649031474,0.5238759403995874,50.444225344658165,1.2875138311732897,5
SOMPT22,SOMPT22-12,rtdetr,l,nms,bytetrack,40.0,41.8644,49.5124,51.577200000000005,91.6,174.0,36.597885960751974,0.33419690454193157,27.32398262217693,0.24983747574397377,5
SOMPT22,SOMPT22-12,rtdetr,x,nms,botsort,40.0,37.8906,45.1222,37.970600000000005,37.0,85.0,19.573845457161866,1.7083445447198242,51.08858155585929,4.29743787019314,5
SOMPT22,SOMPT22-12,rtdetr,x,nms,bytetrack,40.0,40.43579999999999,47.214,52.062,88.6,177.4,33.99750638944274,1.0826912779032445,29.41392196665725,0.9249679282565324,5
SOMPT22,SOMPT22-12,yolo11,l,nms,botsort,40.0,35.93319999999999,42.8994,36.5476,48.0,106.0,22.705364802341332,0.9697244553255505,44.04245466678791,1.9745518691667872,5
SOMPT22,SOMPT22-12,yolo11,l,nms,bytetrack,40.0,35.58820000000001,42.467200000000005,41.7976,102.0,172.4,59.410783414535885,1.160589565410391,16.831961178201407,0.33324402703363937,5
SOMPT22,SOMPT22-12,yolo11,m,nms,botsort,40.0,35.76440000000001,43.03060000000001,40.998000000000005,61.6,112.6,23.918321623569447,0.3259750354495547,41.80895364391229,0.5702154128657584,5
SOMPT22,SOMPT22-12,yolo11,m,nms,bytetrack,40.0,36.7344,42.1462,47.298199999999994,117.4,195.0,66.94710700664247,0.6517556306929951,14.93716524450833,0.1458183815220299,5
SOMPT22,SOMPT22-12,yolo11,n,nms,botsort,40.0,33.5486,40.379599999999996,37.274,61.2,122.6,25.640346858381285,0.5378528899462443,39.00103245573377,0.8235595785099845,5
SOMPT22,SOMPT22-12,yolo11,n,nms,bytetrack,40.0,34.894400000000005,41.619600000000005,43.1768,135.2,231.0,68.84811548432052,4.7056060083733895,14.524725810799282,1.0823688841268837,5
SOMPT22,SOMPT22-12,yolo11,s,nms,botsort,40.0,36.9644,45.638,43.3284,77.0,130.0,25.18519121641338,0.6270015267497129,39.70587284436786,0.9833012798535404,5
SOMPT22,SOMPT22-12,yolo11,s,nms,bytetrack,40.0,38.431599999999996,46.096799999999995,49.1426,118.0,214.0,64.54714081172285,5.59393906739741,15.492552999626948,1.3876209644829378,5
SOMPT22,SOMPT22-12,yolo11,x,nms,botsort,40.0,35.4774,43.7138,39.3626,49.8,100.8,22.244994708878238,0.39347402114875224,44.95393292230761,0.8038589885649694,5
SOMPT22,SOMPT22-12,yolo11,x,nms,bytetrack,40.0,37.9262,45.197399999999995,44.8254,87.0,163.8,57.630285904831744,1.4582349111342419,17.351987488858867,0.4431252875479144,5
SOMPT22,SOMPT22-12,yolo26,l,end2end,botsort,40.0,36.2528,43.427200000000006,38.0252,61.8,320.4,22.664616018470664,1.0346776933493849,44.12163873347971,2.101016788293034,5
SOMPT22,SOMPT22-12,yolo26,l,end2end,bytetrack,40.0,38.1374,45.284000000000006,43.05799999999999,115.4,462.2,60.01147891484124,1.0307786624023516,16.66347868911948,0.28612413475538573,5
SOMPT22,SOMPT22-12,yolo26,l,nms,botsort,40.0,39.397,47.46020000000001,40.894800000000004,52.0,119.0,22.81321818537816,0.9068676250108879,43.834236444594964,1.8333706463029542,5
SOMPT22,SOMPT22-12,yolo26,l,nms,bytetrack,40.0,39.369600000000005,46.9898,45.8846,111.4,184.6,59.570057398791484,1.3935006767264224,16.786957133606645,0.39901464492565153,5
SOMPT22,SOMPT22-12,yolo26,m,end2end,botsort,40.0,34.0298,40.7214,37.391,58.8,146.6,23.45310026350456,1.2814077176015066,42.63828614403287,2.365989842591964,5
SOMPT22,SOMPT22-12,yolo26,m,end2end,bytetrack,40.0,34.49060000000001,40.5392,42.1684,114.0,252.6,68.47998402619794,0.9005749306844394,14.602807144602087,0.19436655982846715,5
SOMPT22,SOMPT22-12,yolo26,m,nms,botsort,40.0,36.6642,43.8968,39.5612,56.0,110.0,24.187974450557643,0.4203770302586118,41.34285828869583,0.7211900508207828,5
SOMPT22,SOMPT22-12,yolo26,m,nms,bytetrack,40.0,36.5712,43.1232,45.002399999999994,110.0,196.8,66.53033241367147,0.6708058090733253,15.030738066694337,0.1524007751182612,5
SOMPT22,SOMPT22-12,yolo26,n,end2end,botsort,40.0,31.6076,38.1314,35.7322,73.0,180.0,25.330672944293667,0.8185230844575041,39.477829988929436,1.2899766772904804,5
SOMPT22,SOMPT22-12,yolo26,n,end2end,bytetrack,40.0,33.3994,40.0446,39.59160000000001,119.8,293.0,71.08584277182314,3.0956639272963717,14.067498689012911,0.6427006045410977,5
SOMPT22,SOMPT22-12,yolo26,n,nms,botsort,40.0,33.011399999999995,40.040200000000006,36.0644,63.0,111.0,24.991385219456788,1.1672518325382746,40.01378840023082,1.9025521886582595,5
SOMPT22,SOMPT22-12,yolo26,n,nms,bytetrack,40.0,34.451,42.0426,42.9868,130.0,195.6,65.9939532470664,6.918182182173363,15.152903422170008,1.666093302521185,5
SOMPT22,SOMPT22-12,yolo26,s,end2end,botsort,40.0,37.327600000000004,45.9692,42.483200000000004,63.8,213.2,24.241969701367072,1.2380992207916317,41.25077344451954,2.2247404206394528,5
SOMPT22,SOMPT22-12,yolo26,s,end2end,bytetrack,40.0,37.0904,44.388600000000004,46.57,124.8,359.6,67.31979378246676,3.511576557914274,14.854472121993442,0.8233284417928542,5
SOMPT22,SOMPT22-12,yolo26,s,nms,botsort,40.0,40.062799999999996,49.6356,45.69799999999999,60.0,121.0,24.178584703066335,0.763741923251557,41.35891377766126,1.3199118148690148,5
SOMPT22,SOMPT22-12,yolo26,s,nms,bytetrack,40.0,40.045,47.7764,50.4276,104.8,198.0,64.5811131878659,4.3917270129718196,15.484403266493853,1.1380569568766437,5
SOMPT22,SOMPT22-12,yolo26,x,end2end,botsort,40.0,33.6648,39.479,33.331,57.0,226.6,22.92333938321261,0.16722715924188714,43.623661600208536,0.31962767169193546,5
SOMPT22,SOMPT22-12,yolo26,x,end2end,bytetrack,40.0,33.254599999999996,39.1938,36.940599999999996,102.4,338.8,60.32462939194644,0.32349573905504514,16.576977100061615,0.08881610948773123,5
SOMPT22,SOMPT22-12,yolo26,x,nms,botsort,40.0,34.893,42.296,36.12179999999999,41.0,86.0,22.876354428361072,0.6483792885136413,43.713258733229154,1.2072809661801713,5
SOMPT22,SOMPT22-12,yolo26,x,nms,bytetrack,40.0,35.373599999999996,42.0004,41.458,87.6,142.2,59.03122731264057,1.2709992947456736,16.940186499999577,0.3719359142998329,5
